time_sec,node_id,temperature,alert
543.179,3,92,1
544.516,2,-1,0
544.629,4,-29,0
544.662,1,-17,0
544.995,5,68,1
545.179,3,-5,0
546.516,2,97,1
546.628,4,57,0
546.662,1,60,0
546.995,5,74,1
547.18,3,-16,0
548.516,2,43,0
548.629,4,-17,0
548.662,1,65,1
548.995,5,-19,0
549.179,3,5,0
550.516,2,0,0
550.628,4,67,1
550.662,1,45,0
550.995,5,-23,0
551.179,3,-9,0
552.516,2,78,1
552.629,4,100,1
552.662,1,4,0
552.995,5,93,1
553.179,3,26,0
554.516,2,52,0
554.629,4,-27,0
554.662,1,41,0
554.995,5,49,0
555.18,3,-18,0
556.516,2,-2,0
556.628,4,73,1
556.662,1,-19,0
556.995,5,5,0
557.179,3,76,1
558.516,2,45,0
558.629,4,-31,0
558.662,1,0,0
558.995,5,99,1
559.179,3,70,1
560.516,2,39,0
560.628,4,98,1
560.662,1,60,0
560.995,5,77,1
561.179,3,18,0
562.516,2,25,0
562.628,4,55,0
562.662,1,81,1
562.995,5,80,1
563.18,3,-15,0
564.516,2,66,1
564.628,4,39,0
564.662,1,77,1
564.995,5,-37,0
565.179,3,75,1
566.516,2,75,1
566.628,4,-9,0
566.662,1,82,1
566.995,5,4,0
567.18,3,-22,0
568.516,2,6,0
568.628,4,64,1
568.662,1,60,0
568.995,5,10,0
569.179,3,53,0
570.516,2,-19,0
570.628,4,90,1
570.662,1,40,0
570.995,5,27,0
571.179,3,3,0
572.516,2,33,0
572.629,4,-20,0
572.662,1,27,0
572.995,5,-14,0
573.179,3,39,0
574.516,2,-11,0
574.629,4,-10,0
574.662,1,86,1
574.995,5,3,0
575.179,3,22,0
576.516,2,-3,0
576.628,4,77,1
576.662,1,95,1
576.995,5,44,0
577.179,3,9,0
578.516,2,48,0
578.628,4,32,0
578.662,1,34,0
578.995,5,26,0
579.18,3,-23,0
580.516,2,44,0
580.628,4,24,0
580.662,1,84,1
580.995,5,4,0
581.179,3,24,0
582.516,2,-15,0
582.628,4,0,0
582.662,1,-18,0
582.995,5,28,0
583.179,3,98,1
584.516,2,35,0
584.628,4,54,0
584.662,1,-19,0
584.995,5,23,0
585.179,3,85,1
586.516,2,13,0
586.628,4,73,1
586.662,1,-37,0
586.995,5,83,1
587.179,3,23,0
588.516,2,96,1
588.628,4,39,0
588.662,1,-9,0
588.995,5,-22,0
589.18,3,100,1
590.516,2,-4,0
590.628,4,84,1
590.662,1,-18,0
590.995,5,37,0
591.179,3,50,0
592.516,2,89,1
592.628,4,54,0
592.662,1,-21,0
592.995,5,99,1
593.179,3,29,0
594.516,2,85,1
594.628,4,82,1
594.662,1,24,0
594.995,5,13,0
595.179,3,41,0
596.516,2,42,0
596.628,4,3,0
596.662,1,21,0
596.995,5,24,0
597.18,3,-18,0
598.516,2,-5,0
598.628,4,94,1
598.662,1,-4,0
598.995,5,28,0
599.179,3,75,1
600.516,2,76,1
600.629,4,-11,0
600.662,1,14,0
600.995,5,31,0
601.18,3,-28,0
602.516,2,-14,0
602.628,4,72,1
602.662,1,81,1
602.995,5,-43,0
603.179,3,82,1
604.516,2,5,0
604.628,4,55,0
604.662,1,83,1
604.995,5,62,1
605.179,3,12,0
606.516,2,-4,0
606.629,4,-21,0
606.662,1,45,0
606.995,5,76,1
607.179,3,93,1
608.516,2,-26,0
608.629,4,-12,0
608.662,1,-33,0
608.995,5,96,1
609.179,3,1,0
610.516,2,51,0
610.628,4,46,0
610.662,1,15,0
610.995,5,66,1
611.179,3,91,1
612.516,2,-21,0
612.628,4,36,0
612.662,1,78,1
612.995,5,2,0
613.18,3,-15,0
614.516,2,-14,0
614.628,4,58,0
614.662,1,-22,0
614.995,5,41,0
615.179,3,34,0
616.516,2,-33,0
616.628,4,80,1
616.662,1,38,0
616.995,5,74,1
617.179,3,66,1
618.516,2,-39,0
618.628,4,87,1
618.662,1,-7,0
618.995,5,55,0
619.179,3,99,1
620.516,2,47,0
620.628,4,77,1
620.662,1,77,1
620.995,5,72,1
621.179,3,42,0
622.516,2,-26,0
622.628,4,12,0
622.662,1,32,0
622.995,5,59,0
623.179,3,86,1
624.516,2,33,0
624.629,4,-24,0
624.662,1,39,0
624.995,5,35,0
625.18,3,-18,0
626.516,2,71,1
626.628,4,-2,0
626.662,1,-26,0
626.995,5,-26,0
627.179,3,67,1
628.516,2,21,0
628.628,4,59,0
628.662,1,0,0
628.995,5,100,1
629.179,3,58,0
630.516,2,7,0
630.628,4,66,1
630.662,1,18,0
630.995,5,-10,0
631.179,3,57,0
632.516,2,40,0
632.628,4,51,0
632.662,1,89,1
632.995,5,87,1
633.179,3,-5,0
634.516,2,-38,0
634.628,4,53,0
634.662,1,40,0
634.995,5,56,0
635.18,3,-35,0
636.516,2,81,1
636.628,4,56,0
636.662,1,69,1
636.995,5,48,0
637.179,3,8,0
638.516,2,55,0
638.628,4,32,0
638.662,1,-9,0
638.995,5,31,0
639.179,3,74,1
640.516,2,-10,0
640.628,4,92,1
640.662,1,4,0
640.995,5,58,0
641.18,3,-24,0
642.516,2,85,1
642.628,4,39,0
642.662,1,35,0
642.995,5,89,1
643.18,3,-31,0
644.516,2,-2,0
644.629,4,-10,0
644.662,1,63,1
644.995,5,-34,0
645.179,3,-6,0
646.516,2,34,0
646.628,4,9,0
646.662,1,67,1
646.995,5,100,1
647.179,3,62,1
648.516,2,48,0
648.628,4,32,0
648.662,1,86,1
648.995,5,14,0
649.18,3,-15,0
650.516,2,66,1
650.629,4,100,1
650.662,1,71,1
650.995,5,14,0
651.179,3,20,0
652.516,2,-3,0
652.628,4,41,0
652.662,1,28,0
652.995,5,-10,0
653.179,3,92,1
654.516,2,28,0
654.628,4,40,0
654.662,1,20,0
654.995,5,48,0
655.179,3,32,0
656.516,2,61,1
656.628,4,15,0
656.662,1,49,0
656.995,5,43,0
657.18,3,-37,0
658.516,2,-17,0
658.628,4,3,0
658.662,1,93,1
658.995,5,59,0
659.18,3,-17,0
660.516,2,-5,0
660.628,4,41,0
660.662,1,100,1
660.995,5,1,0
661.18,3,100,1
662.516,2,6,0
662.628,4,37,0
662.662,1,23,0
662.995,5,20,0
663.18,3,-11,0
664.516,2,27,0
664.628,4,39,0
664.662,1,29,0
664.995,5,53,0
665.179,3,41,0
666.516,2,-35,0
666.628,4,98,1
666.662,1,42,0
666.995,5,37,0
667.18,3,-11,0
668.516,2,51,0
668.629,4,-17,0
668.662,1,50,0
668.995,5,-16,0
669.179,3,92,1
670.516,2,15,0
670.628,4,19,0
670.662,1,-15,0
670.995,5,29,0
671.179,3,70,1
672.516,2,-15,0
672.629,4,100,1
672.662,1,32,0
672.995,5,55,0
673.179,3,64,1
674.516,2,41,0
674.628,4,11,0
674.662,1,100,1
674.995,5,14,0
675.179,3,28,0
676.516,2,57,0
676.628,4,61,1
676.662,1,2,0
676.995,5,-10,0
677.18,3,-14,0
678.516,2,-32,0
678.628,4,65,1
678.662,1,53,0
678.995,5,0,0
679.18,3,-16,0
680.516,2,63,1
680.628,4,-9,0
680.662,1,64,1
680.995,5,71,1
681.179,3,37,0
682.516,2,52,0
682.628,4,27,0
682.662,1,87,1
682.995,5,77,1
683.179,3,62,1
684.516,2,92,1
684.628,4,57,0
684.662,1,-6,0
684.995,5,29,0
685.18,3,-41,0
686.516,2,-16,0
686.628,4,6,0
686.662,1,11,0
686.995,5,60,0
687.179,3,78,1
688.516,2,-42,0
688.628,4,-4,0
688.662,1,34,0
688.995,5,5,0
689.18,3,-33,0
690.516,2,12,0
690.628,4,63,1
690.662,1,-16,0
690.995,5,46,0
691.179,3,60,0
692.516,2,33,0
692.628,4,50,0
692.662,1,-20,0
692.995,5,83,1
693.179,3,1,0
694.516,2,-4,0
694.628,4,7,0
694.662,1,76,1
694.995,5,53,0
695.179,3,42,0
696.516,2,-11,0
696.628,4,79,1
696.662,1,29,0
696.995,5,79,1
697.18,3,-11,0
698.516,2,60,0
698.628,4,77,1
698.662,1,-9,0
698.995,5,61,1
699.179,3,28,0
700.516,2,40,0
700.629,4,-18,0
700.662,1,26,0
700.995,5,61,1
701.179,3,13,0
702.516,2,92,1
702.629,4,-15,0
702.662,1,2,0
702.995,5,75,1
703.179,3,16,0
704.516,2,-21,0
704.628,4,38,0
704.662,1,-30,0
704.995,5,23,0
705.179,3,29,0
706.516,2,53,0
706.629,4,100,1
706.662,1,93,1
706.995,5,63,1
707.179,3,58,0
708.516,2,9,0
708.628,4,78,1
708.662,1,78,1
708.995,5,9,0
709.179,3,86,1
710.516,2,14,0
710.628,4,-6,0
710.662,1,87,1
710.995,5,67,1
711.179,3,87,1
712.516,2,97,1
712.628,4,87,1
712.662,1,100,1
712.995,5,17,0
713.179,3,92,1
714.516,2,9,0
714.628,4,58,0
714.662,1,25,0
714.995,5,-23,0
715.179,3,74,1
716.516,2,20,0
716.628,4,39,0
716.662,1,61,1
716.995,5,79,1
717.179,3,80,1
718.516,2,-13,0
718.628,4,97,1
718.662,1,50,0
718.995,5,-6,0
719.179,3,34,0
720.516,2,-16,0
720.628,4,33,0
720.662,1,75,1
720.995,5,68,1
721.179,3,59,0
722.516,2,68,1
722.628,4,1,0
722.662,1,8,0
722.995,5,20,0
723.179,3,87,1
724.516,2,-15,0
724.628,4,75,1
724.662,1,5,0
724.995,5,55,0
725.18,3,-15,0
726.516,2,58,0
726.629,4,-24,0
726.662,1,6,0
726.995,5,8,0
727.179,3,90,1
728.516,2,-10,0
728.628,4,20,0
728.662,1,40,0
728.995,5,35,0
729.179,3,5,0
730.516,2,61,1
730.629,4,-10,0
730.662,1,64,1
730.995,5,-33,0
731.179,3,58,0
732.516,2,28,0
732.628,4,53,0
732.662,1,78,1
732.995,5,68,1
733.179,3,63,1
734.516,2,30,0
734.628,4,51,0
734.662,1,-23,0
734.995,5,-42,0
735.179,3,83,1
736.516,2,33,0
736.629,4,-19,0
736.662,1,8,0
736.995,5,91,1
737.179,3,82,1
738.516,2,52,0
738.628,4,28,0
738.662,1,66,1
738.995,5,59,0
739.18,3,-23,0
740.516,2,86,1
740.629,4,-24,0
740.662,1,3,0
740.995,5,39,0
741.179,3,84,1
742.516,2,27,0
742.628,4,23,0
742.662,1,59,0
742.995,5,11,0
743.179,3,80,1
744.516,2,45,0
744.629,4,-41,0
744.662,1,70,1
744.995,5,84,1
745.179,3,4,0
746.516,2,34,0
746.628,4,3,0
746.662,1,11,0
746.995,5,10,0
747.179,3,61,1
748.516,2,48,0
748.628,4,8,0
748.662,1,17,0
748.995,5,-42,0
749.179,3,83,1
750.516,2,26,0
750.628,4,57,0
750.662,1,31,0
750.995,5,77,1
751.179,3,1,0
752.516,2,45,0
752.628,4,12,0
752.662,1,86,1
752.995,5,100,1
753.18,3,-32,0
754.516,2,50,0
754.628,4,59,0
754.662,1,15,0
754.995,5,78,1
755.179,3,4,0
756.516,2,-44,0
756.628,4,82,1
756.662,1,-4,0
756.995,5,62,1
757.179,3,21,0
758.516,2,-39,0
758.628,4,70,1
758.662,1,4,0
758.995,5,11,0
759.179,3,68,1
760.516,2,35,0
760.628,4,-7,0
760.662,1,-19,0
760.995,5,-18,0
761.179,3,24,0
762.516,2,-32,0
762.628,4,12,0
762.662,1,84,1
762.995,5,42,0
763.179,3,63,1
764.516,2,100,1
764.629,4,-15,0
764.662,1,40,0
764.995,5,25,0
765.179,3,55,0
766.516,2,40,0
766.628,4,55,0
766.662,1,0,0
766.995,5,95,1
767.179,3,15,0
768.516,2,45,0
768.628,4,61,1
768.662,1,100,1
768.995,5,49,0
769.179,3,53,0
770.516,2,17,0
770.628,4,98,1
770.662,1,62,1
770.995,5,98,1
771.179,3,-3,0
772.516,2,16,0
772.628,4,-9,0
772.662,1,-16,0
772.995,5,64,1
773.179,3,44,0
774.516,2,71,1
774.628,4,96,1
774.662,1,18,0
774.995,5,-17,0
775.18,3,-22,0
776.516,2,57,0
776.628,4,73,1
776.662,1,49,0
776.995,5,81,1
777.179,3,45,0
778.516,2,9,0
778.628,4,-8,0
778.662,1,36,0
778.995,5,-19,0
779.18,3,-42,0
780.516,2,14,0
780.628,4,49,0
780.662,1,25,0
780.995,5,18,0
781.179,3,64,1
782.516,2,52,0
782.628,4,0,0
782.662,1,35,0
782.995,5,17,0
783.179,3,44,0
784.516,2,49,0
784.628,4,63,1
784.662,1,7,0
784.995,5,-41,0
785.179,3,66,1
786.516,2,59,0
786.628,4,15,0
786.662,1,-20,0
786.995,5,-7,0
787.18,3,100,1
788.516,2,-9,0
788.628,4,-5,0
788.662,1,27,0
788.995,5,-41,0
789.179,3,56,0
790.516,2,-44,0
790.628,4,57,0
790.662,1,21,0
790.995,5,-8,0
791.18,3,-24,0
792.516,2,14,0
792.628,4,58,0
792.662,1,63,1
792.995,5,25,0
793.18,3,-19,0
794.516,2,-33,0
794.628,4,89,1
794.662,1,62,1
794.995,5,-6,0
795.179,3,83,1
796.516,2,66,1
796.628,4,54,0
796.662,1,37,0
796.995,5,100,1
797.179,3,50,0
798.516,2,57,0
798.628,4,38,0
798.662,1,71,1
798.995,5,-16,0
799.18,3,-13,0
800.516,2,36,0
800.628,4,2,0
800.662,1,61,1
800.995,5,-23,0
801.179,3,92,1
802.516,2,34,0
802.628,4,21,0
802.662,1,81,1
802.995,5,55,0
803.179,3,48,0
804.516,2,26,0
804.628,4,78,1
804.662,1,0,0
804.995,5,100,1
805.18,3,-13,0
806.516,2,100,1
806.629,4,100,1
806.662,1,61,1
806.995,5,-2,0
807.179,3,-3,0
808.516,2,68,1
808.628,4,28,0
808.662,1,68,1
808.995,5,-12,0
809.18,3,-17,0
810.516,2,52,0
810.629,4,100,1
810.662,1,-33,0
810.995,5,20,0
811.179,3,36,0
812.516,2,20,0
812.628,4,81,1
812.662,1,-33,0
812.995,5,-32,0
813.179,3,93,1
814.516,2,-41,0
814.628,4,23,0
814.662,1,2,0
814.995,5,-20,0
815.179,3,1,0
816.516,2,27,0
816.628,4,4,0
816.662,1,49,0
816.995,5,-2,0
817.179,3,66,1
818.516,2,100,1
818.628,4,51,0
818.662,1,78,1
818.995,5,-24,0
819.179,3,45,0
820.516,2,61,1
820.629,4,-20,0
820.662,1,-32,0
820.995,5,17,0
821.179,3,33,0
822.516,2,27,0
822.628,4,3,0
822.662,1,9,0
822.995,5,21,0
823.179,3,5,0
824.516,2,-8,0
824.628,4,69,1
824.662,1,-26,0
824.995,5,-18,0
825.179,3,51,0
826.516,2,58,0
826.628,4,64,1
826.662,1,63,1
826.995,5,-6,0
827.18,3,-12,0
828.516,2,6,0
828.629,4,-36,0
828.662,1,70,1
828.995,5,46,0
829.179,3,68,1
830.516,2,65,1
830.629,4,100,1
830.662,1,19,0
830.995,5,-19,0
831.18,3,-10,0
832.516,2,42,0
832.628,4,80,1
832.662,1,15,0
832.995,5,26,0
833.18,3,-32,0
834.516,2,38,0
834.628,4,69,1
834.662,1,2,0
834.995,5,-1,0
835.179,3,33,0
836.516,2,80,1
836.628,4,26,0
836.662,1,72,1
836.995,5,-11,0
837.18,3,-22,0
838.516,2,59,0
838.628,4,24,0
838.662,1,6,0
838.995,5,-4,0
839.179,3,-9,0
840.516,2,13,0
840.629,4,-10,0
840.662,1,-8,0
840.995,5,-9,0
841.179,3,34,0
842.516,2,86,1
842.629,4,-22,0
842.662,1,-18,0
842.995,5,62,1
843.179,3,24,0
844.516,2,45,0
844.628,4,39,0
844.662,1,70,1
844.995,5,14,0
845.18,3,-41,0
846.516,2,68,1
846.629,4,-40,0
846.662,1,77,1
846.995,5,-9,0
847.179,3,34,0
848.516,2,65,1
848.628,4,73,1
848.662,1,-20,0
848.995,5,-8,0
849.179,3,69,1
850.516,2,91,1
850.629,4,-15,0
850.662,1,-32,0
850.995,5,27,0
851.179,3,48,0
852.516,2,74,1
852.629,4,100,1
852.662,1,25,0
852.995,5,25,0
853.179,3,78,1
854.516,2,20,0
854.628,4,49,0
854.662,1,36,0
854.995,5,53,0
855.179,3,65,1
856.516,2,50,0
856.628,4,67,1
856.662,1,1,0
856.995,5,15,0
857.179,3,-2,0
858.516,2,-10,0
858.628,4,38,0
858.662,1,31,0
858.995,5,-3,0
859.179,3,14,0
860.516,2,-30,0
860.629,4,-14,0
860.662,1,73,1
860.995,5,29,0
861.18,3,-32,0
862.516,2,-21,0
862.628,4,-3,0
862.662,1,-30,0
862.995,5,6,0
863.179,3,8,0
864.516,2,11,0
864.628,4,19,0
864.662,1,45,0
864.995,5,86,1
865.179,3,78,1
866.516,2,73,1
866.628,4,10,0
866.662,1,-29,0
866.995,5,92,1
867.179,3,9,0
868.516,2,43,0
868.628,4,46,0
868.662,1,-27,0
868.995,5,-5,0
869.179,3,57,0
870.516,2,7,0
870.628,4,29,0
870.662,1,-6,0
870.995,5,42,0
871.18,3,100,1
872.516,2,22,0
872.628,4,8,0
872.662,1,100,1
872.995,5,-11,0
873.179,3,68,1
874.516,2,-19,0
874.629,4,-36,0
874.662,1,65,1
874.995,5,26,0
875.179,3,68,1
876.516,2,89,1
876.628,4,4,0
876.662,1,-2,0
876.995,5,75,1
877.179,3,79,1
878.516,2,-7,0
878.628,4,1,0
878.662,1,-11,0
878.995,5,5,0
879.179,3,-3,0
880.516,2,21,0
880.629,4,-17,0
880.662,1,28,0
880.995,5,21,0
881.179,3,75,1
882.516,2,69,1
882.629,4,100,1
882.662,1,92,1
882.995,5,16,0
883.18,3,-39,0
884.516,2,-24,0
884.628,4,85,1
884.662,1,57,0
884.995,5,89,1
885.18,3,-20,0
886.516,2,85,1
886.628,4,13,0
886.662,1,26,0
886.995,5,-13,0
887.179,3,-6,0
888.516,2,91,1
888.628,4,56,0
888.662,1,3,0
888.995,5,-22,0
889.179,3,33,0
890.516,2,39,0
890.628,4,72,1
890.662,1,63,1
890.995,5,-17,0
891.179,3,15,0
892.516,2,34,0
892.628,4,60,0
892.662,1,31,0
892.995,5,-38,0
893.179,3,57,0
894.516,2,5,0
894.628,4,78,1
894.662,1,-11,0
894.995,5,74,1
895.179,3,62,1
896.516,2,80,1
896.628,4,95,1
896.662,1,70,1
896.995,5,-25,0
897.179,3,65,1
898.516,2,-6,0
898.628,4,76,1
898.662,1,64,1
898.995,5,42,0
899.18,3,-20,0
900.516,2,34,0
900.628,4,-8,0
900.662,1,71,1
900.995,5,16,0
901.179,3,13,0
902.516,2,43,0
902.628,4,53,0
902.662,1,10,0
902.995,5,-15,0
903.179,3,40,0
904.516,2,26,0
904.628,4,33,0
904.662,1,77,1
904.995,5,2,0
905.179,3,60,0
906.516,2,-7,0
906.628,4,70,1
906.662,1,5,0
906.995,5,-7,0
907.179,3,62,1
908.516,2,31,0
908.629,4,-44,0
908.662,1,6,0
908.995,5,-19,0
909.179,3,36,0
910.516,2,35,0
910.628,4,1,0
910.662,1,50,0
910.995,5,67,1
911.18,3,100,1
912.516,2,57,0
912.628,4,95,1
912.662,1,10,0
912.995,5,-44,0
913.179,3,3,0
914.516,2,54,0
914.628,4,72,1
914.662,1,53,0
914.995,5,73,1
915.18,3,-10,0
916.516,2,43,0
916.628,4,-6,0
916.662,1,19,0
916.995,5,83,1
917.179,3,51,0
918.516,2,11,0
918.628,4,77,1
918.662,1,-22,0
918.995,5,45,0
919.179,3,44,0
920.516,2,-19,0
920.628,4,52,0
920.662,1,16,0
920.995,5,82,1
921.18,3,-14,0
922.516,2,-31,0
922.628,4,-1,0
922.662,1,37,0
922.995,5,77,1
923.179,3,67,1
924.516,2,36,0
924.628,4,60,0
924.662,1,40,0
924.995,5,-9,0
925.179,3,48,0
926.516,2,18,0
926.628,4,-8,0
926.662,1,76,1
926.995,5,-41,0
927.179,3,5,0
928.516,2,22,0
928.628,4,32,0
928.662,1,70,1
928.995,5,45,0
929.18,3,100,1
930.516,2,43,0
930.628,4,76,1
930.662,1,39,0
930.995,5,60,0
931.179,3,92,1
932.516,2,40,0
932.628,4,10,0
932.662,1,63,1
932.995,5,68,1
933.179,3,98,1
934.516,2,50,0
934.628,4,36,0
934.662,1,4,0
934.995,5,-24,0
935.18,3,-10,0
936.516,2,53,0
936.628,4,0,0
936.662,1,47,0
936.995,5,-14,0
937.179,3,39,0
938.516,2,32,0
938.629,4,-11,0
938.662,1,13,0
938.995,5,8,0
939.179,3,51,0
940.516,2,-32,0
940.628,4,65,1
940.662,1,-20,0
940.995,5,93,1
941.179,3,-4,0
942.516,2,84,1
942.628,4,20,0
942.662,1,98,1
942.995,5,26,0
943.179,3,50,0
944.516,2,11,0
944.628,4,68,1
944.662,1,23,0
944.995,5,-9,0
945.179,3,80,1
946.516,2,30,0
946.628,4,23,0
946.662,1,-19,0
946.995,5,-33,0
947.18,3,-26,0
948.516,2,8,0
948.628,4,40,0
948.662,1,57,0
948.995,5,72,1
949.179,3,24,0
950.516,2,54,0
950.628,4,19,0
950.662,1,-22,0
950.995,5,50,0
951.179,3,24,0
952.516,2,36,0
952.629,4,100,1
952.662,1,89,1
952.995,5,51,0
953.179,3,7,0
954.516,2,-29,0
954.628,4,31,0
954.662,1,99,1
954.995,5,-12,0
955.179,3,74,1
956.516,2,78,1
956.629,4,-34,0
956.662,1,-12,0
956.995,5,-25,0
957.179,3,22,0
958.516,2,22,0
958.628,4,51,0
958.662,1,56,0
958.995,5,78,1
959.18,3,-16,0
960.516,2,69,1
960.629,4,-44,0
960.662,1,40,0
960.995,5,90,1
961.179,3,73,1
962.516,2,-38,0
962.628,4,75,1
962.662,1,-24,0
962.995,5,81,1
963.179,3,69,1
964.516,2,-20,0
964.628,4,80,1
964.662,1,66,1
964.995,5,-6,0
965.179,3,40,0
966.516,2,23,0
966.628,4,38,0
966.662,1,26,0
966.995,5,15,0
967.179,3,0,0
968.516,2,-26,0
968.628,4,23,0
968.662,1,12,0
968.995,5,5,0
969.18,3,-44,0
970.516,2,17,0
970.628,4,8,0
970.662,1,-21,0
970.995,5,1,0
971.18,3,-30,0
972.516,2,9,0
972.628,4,19,0
972.662,1,-26,0
972.995,5,-11,0
973.179,3,4,0
974.516,2,59,0
974.628,4,54,0
974.662,1,64,1
974.995,5,29,0
975.179,3,79,1
976.516,2,-40,0
976.628,4,48,0
976.662,1,-9,0
976.995,5,1,0
977.179,3,79,1
978.516,2,94,1
978.629,4,-11,0
978.662,1,13,0
978.995,5,30,0
979.179,3,74,1
980.516,2,53,0
980.628,4,28,0
980.662,1,70,1
980.995,5,-9,0
981.179,3,0,0
982.516,2,43,0
982.628,4,16,0
982.662,1,-19,0
982.995,5,98,1
983.179,3,80,1
984.516,2,9,0
984.628,4,98,1
984.662,1,27,0
984.995,5,100,1
985.179,3,96,1
986.516,2,65,1
986.628,4,21,0
986.662,1,59,0
986.995,5,-13,0
987.179,3,51,0
988.516,2,13,0
988.629,4,-36,0
988.662,1,68,1
988.995,5,75,1
989.18,3,100,1
990.516,2,33,0
990.628,4,44,0
990.662,1,3,0
990.995,5,74,1
991.179,3,-2,0
992.516,2,70,1
992.628,4,57,0
992.662,1,1,0
992.995,5,0,0
993.179,3,13,0
994.516,2,54,0
994.628,4,53,0
994.662,1,42,0
994.995,5,24,0
995.179,3,41,0
996.516,2,-36,0
996.628,4,31,0
996.662,1,64,1
996.995,5,36,0
997.18,3,-15,0
998.516,2,-17,0
998.628,4,-6,0
998.662,1,-10,0
998.995,5,32,0
999.179,3,21,0
1000.516,2,80,1
1000.628,4,33,0
1000.662,1,-12,0
1000.995,5,-1,0
1001.179,3,26,0
1002.516,2,54,0
1002.628,4,46,0
1002.662,1,58,0
1002.995,5,42,0
1003.179,3,30,0
1004.516,2,29,0
1004.628,4,81,1
1004.662,1,84,1
1004.995,5,42,0
1005.18,3,-10,0
1006.516,2,25,0
1006.628,4,71,1
1006.662,1,73,1
1006.995,5,59,0
1007.179,3,-7,0
1008.516,2,58,0
1008.628,4,84,1
1008.662,1,55,0
1008.995,5,22,0
1009.179,3,61,1
1010.516,2,3,0
1010.628,4,19,0
1010.662,1,68,1
1010.995,5,100,1
1011.179,3,64,1
1012.516,2,16,0
1012.628,4,88,1
1012.662,1,33,0
1012.995,5,51,0
1013.18,3,-41,0
1014.516,2,39,0
1014.628,4,37,0
1014.662,1,-13,0
1014.995,5,64,1
1015.18,3,-15,0
1016.516,2,82,1
1016.628,4,18,0
1016.662,1,41,0
1016.995,5,-6,0
1017.18,3,-23,0
1018.516,2,65,1
1018.628,4,6,0
1018.662,1,62,1
1018.995,5,9,0
1019.179,3,48,0
1020.516,2,73,1
1020.629,4,-11,0
1020.662,1,-43,0
1020.995,5,65,1
1021.179,3,3,0
1022.516,2,51,0
1022.628,4,0,0
1022.662,1,-2,0
1022.995,5,53,0
1023.18,3,-17,0
1024.516,2,9,0
1024.628,4,44,0
1024.662,1,2,0
1024.995,5,-14,0
1025.179,3,57,0
1026.516,2,72,1
1026.629,4,-11,0
1026.662,1,10,0
1026.995,5,51,0
1027.179,3,8,0
1028.516,2,68,1
1028.628,4,-7,0
1028.662,1,-8,0
1028.995,5,69,1
1029.179,3,63,1
1030.516,2,80,1
1030.628,4,-6,0
1030.662,1,-23,0
1030.995,5,97,1
1031.179,3,37,0
1032.516,2,19,0
1032.628,4,9,0
1032.662,1,24,0
1032.995,5,49,0
1033.179,3,-6,0
1034.516,2,17,0
1034.629,4,-18,0
1034.662,1,55,0
1034.995,5,5,0
1035.179,3,40,0
1036.516,2,-37,0
1036.628,4,49,0
1036.662,1,23,0
1036.995,5,9,0
1037.179,3,69,1
1038.516,2,59,0
1038.629,4,-23,0
1038.662,1,-16,0
1038.995,5,-29,0
1039.179,3,93,1
1040.516,2,45,0
1040.628,4,42,0
1040.662,1,-32,0
1040.995,5,100,1
1041.179,3,66,1
1042.516,2,-16,0
1042.629,4,-37,0
1042.662,1,70,1
1042.995,5,88,1
1043.179,3,89,1
1044.516,2,39,0
1044.629,4,-27,0
1044.662,1,11,0
1044.995,5,41,0
1045.179,3,26,0
1046.516,2,46,0
1046.628,4,97,1
1046.662,1,41,0
1046.995,5,-3,0
1047.179,3,31,0
1048.516,2,-32,0
1048.629,4,-10,0
1048.662,1,30,0
1048.995,5,74,1
1049.179,3,52,0
1050.516,2,-9,0
1050.628,4,55,0
1050.662,1,12,0
1050.995,5,14,0
1051.179,3,76,1
1052.516,2,-34,0
1052.629,4,-15,0
1052.662,1,92,1
1052.995,5,70,1
1053.179,3,91,1
1054.516,2,60,0
1054.628,4,11,0
1054.662,1,16,0
1054.995,5,80,1
1055.179,3,48,0
1056.516,2,8,0
1056.628,4,78,1
1056.662,1,54,0
1056.995,5,32,0
1057.179,3,23,0
1058.516,2,16,0
1058.628,4,66,1
1058.662,1,82,1
1058.995,5,0,0
1059.179,3,51,0
1060.516,2,70,1
1060.628,4,68,1
1060.662,1,61,1
1060.995,5,77,1
1061.179,3,59,0
1062.516,2,100,1
1062.628,4,54,0
1062.662,1,12,0
1062.995,5,-1,0
1063.18,3,-17,0
1064.516,2,100,1
1064.629,4,100,1
1064.662,1,71,1
1064.995,5,69,1
1065.179,3,70,1
1066.516,2,-13,0
1066.628,4,-2,0
1066.662,1,14,0
1066.995,5,36,0
1067.179,3,25,0
1068.516,2,62,1
1068.628,4,8,0
1068.662,1,38,0
1068.995,5,32,0
1069.18,3,-40,0
1070.516,2,-22,0
1070.628,4,53,0
1070.662,1,44,0
1070.995,5,7,0
1071.179,3,38,0
1072.516,2,-5,0
1072.628,4,11,0
1072.662,1,38,0
1072.995,5,-36,0
1073.179,3,13,0
1074.516,2,37,0
1074.628,4,11,0
1074.662,1,-15,0
1074.995,5,-22,0
1075.179,3,24,0
1076.516,2,0,0
1076.628,4,31,0
1076.662,1,-20,0
1076.995,5,26,0
1077.179,3,76,1
1078.516,2,20,0
1078.628,4,71,1
1078.662,1,-8,0
1078.995,5,18,0
1079.179,3,88,1
1080.516,2,100,1
1080.628,4,74,1
1080.662,1,54,0
